Model,Video Name,Time Taken,Accuracy
HaarCascade,s1 (197).mpg,0.9806084632873535,100.0
HaarCascade,s1 (198).mpg,1.0807361602783203,100.0
HaarCascade,s1 (199).mpg,0.9595069885253906,100.0
HaarCascade,s1 (200).mpg,0.9369094371795654,100.0
HaarCascade,s1 (201).mpg,1.030634880065918,100.0
HaarCascade,s1 (202).mpg,0.9718716144561768,100.0
HaarCascade,s1 (203).mpg,1.037015438079834,100.0
HaarCascade,s1 (204).mpg,0.9990522861480713,100.0
HaarCascade,s1 (205).mpg,0.9637672901153564,100.0
HaarCascade,s1 (206).mpg,0.9956166744232178,100.0
HaarCascade,s1 (207).mpg,1.250274419784546,100.0
HaarCascade,s1 (208).mpg,1.5049445629119873,100.0
HaarCascade,s1 (209).mpg,0.9641847610473633,100.0
HaarCascade,s1 (210).mpg,1.0433564186096191,100.0
HaarCascade,s1 (211).mpg,0.941098690032959,100.0
HaarCascade,s1 (212).mpg,1.0911452770233154,100.0
HaarCascade,s1 (213).mpg,1.0566060543060303,100.0
HaarCascade,s1 (214).mpg,1.0228629112243652,100.0
HaarCascade,s1 (215).mpg,0.9617624282836914,100.0
HaarCascade,s1 (216).mpg,1.0278127193450928,100.0
HaarCascade,s1 (217).mpg,1.0203218460083008,100.0
HaarCascade,s1 (218).mpg,1.0489068031311035,100.0
HaarCascade,s1 (219).mpg,0.9874515533447266,100.0
HaarCascade,s1 (220).mpg,0.9620444774627686,100.0
HaarCascade,s1 (221).mpg,0.9927597045898438,100.0
HaarCascade,s1 (222).mpg,1.041269302368164,100.0
HaarCascade,s1 (223).mpg,1.0482661724090576,100.0
HaarCascade,s1 (224).mpg,1.2006356716156006,100.0
HaarCascade,s1 (225).mpg,0.9676637649536133,100.0
HaarCascade,s1 (226).mpg,1.0035734176635742,100.0
HaarCascade,s1 (227).mpg,1.1166110038757324,100.0
HaarCascade,s1 (228).mpg,0.967705488204956,100.0
HaarCascade,s1 (229).mpg,0.9826996326446533,100.0
HaarCascade,s1 (230).mpg,1.0214293003082275,100.0
HaarCascade,s1 (231).mpg,1.0029401779174805,100.0
HaarCascade,s1 (232).mpg,1.0671606063842773,100.0
HaarCascade,s1 (233).mpg,0.9343998432159424,100.0
HaarCascade,s1 (234).mpg,0.9746057987213135,100.0
HaarCascade,s1 (235).mpg,0.955702543258667,100.0
HaarCascade,s1 (236).mpg,0.9542789459228516,100.0
HaarCascade,s1 (237).mpg,1.0663657188415527,100.0
HaarCascade,s1 (238).mpg,0.9328794479370117,100.0
HaarCascade,s1 (239).mpg,0.9356040954589844,100.0
HaarCascade,s1 (240).mpg,0.8556294441223145,84.0
HaarCascade,s1 (241).mpg,1.0089774131774902,100.0
HaarCascade,s1 (242).mpg,1.0191831588745117,100.0
HaarCascade,s1 (243).mpg,1.0734763145446777,100.0
HaarCascade,s1 (244).mpg,1.1044034957885742,100.0
HaarCascade,s1 (245).mpg,1.0097415447235107,100.0
HaarCascade,s1 (246).mpg,1.2332851886749268,100.0
HaarCascade,s1 (247).mpg,1.0435023307800293,100.0
HaarCascade,s1 (248).mpg,0.9482886791229248,100.0
HaarCascade,s1 (249).mpg,0.9478027820587158,100.0
HaarCascade,s1 (250).mpg,0.9775528907775879,100.0
HaarCascade,s1 (251).mpg,1.011474609375,100.0
HaarCascade,s1 (252).mpg,1.1362407207489014,100.0
HaarCascade,s1 (253).mpg,1.006511926651001,100.0
HaarCascade,s1 (254).mpg,0.9772937297821045,100.0
HaarCascade,s1 (255).mpg,1.0409879684448242,100.0
HaarCascade,s1 (256).mpg,1.0019421577453613,100.0
HaarCascade,s1 (257).mpg,1.2887077331542969,100.0
HaarCascade,s1 (258).mpg,1.0045390129089355,100.0
HaarCascade,s1 (259).mpg,1.0033926963806152,100.0
HaarCascade,s1 (260).mpg,1.033146858215332,100.0
HaarCascade,s1 (261).mpg,1.0762462615966797,100.0
HaarCascade,s1 (262).mpg,0.9788548946380615,100.0
HaarCascade,s1 (263).mpg,0.9501111507415771,100.0
HaarCascade,s1 (264).mpg,1.027174472808838,100.0
HaarCascade,s1 (265).mpg,1.0099072456359863,100.0
HaarCascade,s1 (266).mpg,1.0832443237304688,100.0
HaarCascade,s1 (267).mpg,0.9549520015716553,100.0
HaarCascade,s1 (268).mpg,1.2233328819274902,100.0
HaarCascade,s1 (269).mpg,0.9976179599761963,100.0
HaarCascade,s1 (270).mpg,1.028933048248291,100.0
HaarCascade,s1 (271).mpg,1.05515456199646,100.0
HaarCascade,s1 (272).mpg,0.9737842082977295,100.0
HaarCascade,s1 (273).mpg,0.98329758644104,100.0
HaarCascade,s1 (274).mpg,0.9766385555267334,100.0
HaarCascade,s1 (275).mpg,0.9972519874572754,100.0
HaarCascade,s1 (276).mpg,1.0733463764190674,100.0
HaarCascade,s1 (277).mpg,0.9750568866729736,100.0
HaarCascade,s1 (278).mpg,1.0025420188903809,100.0
HaarCascade,s1 (279).mpg,0.9541704654693604,100.0
HaarCascade,s1 (280).mpg,0.9834868907928467,100.0
HaarCascade,s1 (281).mpg,1.0528528690338135,100.0
HaarCascade,s1 (282).mpg,0.9874582290649414,100.0
HaarCascade,s1 (283).mpg,1.2154667377471924,100.0
HaarCascade,s1 (284).mpg,0.948883056640625,100.0
HaarCascade,s1 (285).mpg,0.9793956279754639,100.0
HaarCascade,s1 (286).mpg,1.0609252452850342,100.0
HaarCascade,s1 (287).mpg,1.0007266998291016,100.0
HaarCascade,s1 (288).mpg,1.0171074867248535,100.0
HaarCascade,s1 (289).mpg,1.0042753219604492,100.0
HaarCascade,s1 (290).mpg,1.0707027912139893,100.0
HaarCascade,s1 (291).mpg,1.0527393817901611,100.0
HaarCascade,s1 (292).mpg,1.0329372882843018,100.0
HaarCascade,s1 (293).mpg,0.9241702556610107,100.0
HaarCascade,s1 (294).mpg,1.0405714511871338,100.0
HaarCascade,s1 (295).mpg,0.9692435264587402,100.0
HaarCascade,s1 (296).mpg,1.0757601261138916,100.0
HaarCascade,s1 (297).mpg,0.9679994583129883,100.0
HaarCascade,s1 (298).mpg,0.969336986541748,100.0
HaarCascade,s1 (299).mpg,0.973067045211792,100.0
HaarCascade,s1 (300).mpg,1.0217008590698242,100.0
HaarCascade,s1 (301).mpg,1.0273280143737793,100.0
HaarCascade,s1 (302).mpg,0.995063066482544,100.0
HaarCascade,s1 (303).mpg,1.0027940273284912,100.0
HaarCascade,s1 (304).mpg,0.9408864974975586,100.0
HaarCascade,s1 (305).mpg,0.9487283229827881,100.0
HaarCascade,s1 (306).mpg,1.019477128982544,100.0
HaarCascade,s1 (307).mpg,0.9400508403778076,100.0
HaarCascade,s1 (308).mpg,0.9780745506286621,100.0
HaarCascade,s1 (309).mpg,0.9479289054870605,100.0
HaarCascade,s1 (310).mpg,0.9931738376617432,100.0
HaarCascade,s1 (311).mpg,1.030925989151001,100.0
HaarCascade,s1 (312).mpg,1.0082981586456299,100.0
HaarCascade,s1 (313).mpg,0.9689159393310547,100.0
HaarCascade,s1 (314).mpg,0.9788706302642822,100.0
HaarCascade,s1 (315).mpg,0.966195821762085,100.0
HaarCascade,s1 (316).mpg,1.0682470798492432,100.0
HaarCascade,s1 (317).mpg,0.9813656806945801,100.0
HaarCascade,s1 (318).mpg,0.959388017654419,100.0
HaarCascade,s1 (319).mpg,0.9836037158966064,100.0
HaarCascade,s1 (320).mpg,1.0011518001556396,100.0
HaarCascade,s1 (321).mpg,0.9809396266937256,84.0
HaarCascade,s1 (322).mpg,0.9710032939910889,100.0
HaarCascade,s1 (323).mpg,0.9664313793182373,100.0
HaarCascade,s1 (324).mpg,1.2018237113952637,100.0
HaarCascade,s1 (325).mpg,1.0227367877960205,100.0
HaarCascade,s1 (326).mpg,1.0635690689086914,100.0
HaarCascade,s1 (327).mpg,0.9793276786804199,100.0
HaarCascade,s1 (328).mpg,1.2082016468048096,100.0
HaarCascade,s1 (329).mpg,0.9424190521240234,100.0
HaarCascade,s1 (330).mpg,1.0107910633087158,100.0
HaarCascade,s1 (331).mpg,1.059507131576538,100.0
HaarCascade,s1 (332).mpg,0.961533784866333,100.0
HaarCascade,s1 (333).mpg,1.015138864517212,100.0
HaarCascade,s1 (334).mpg,1.0140712261199951,100.0
HaarCascade,s1 (335).mpg,0.9981513023376465,100.0
HaarCascade,s1 (336).mpg,1.0154106616973877,100.0
HaarCascade,s1 (337).mpg,0.9265260696411133,100.0
HaarCascade,s1 (338).mpg,1.017665147781372,100.0
HaarCascade,s1 (339).mpg,1.038414478302002,100.0
HaarCascade,s1 (340).mpg,1.0094828605651855,100.0
HaarCascade,s1 (341).mpg,1.0100014209747314,100.0
HaarCascade,s1 (342).mpg,0.9909861087799072,100.0
HaarCascade,s1 (343).mpg,0.9394984245300293,100.0
HaarCascade,s1 (344).mpg,0.980522632598877,100.0
HaarCascade,s1 (345).mpg,1.0463793277740479,100.0
HaarCascade,s1 (346).mpg,1.0753803253173828,100.0
HaarCascade,s1 (347).mpg,0.9891893863677979,100.0
HaarCascade,s1 (348).mpg,0.9899880886077881,100.0
HaarCascade,s1 (349).mpg,1.0198376178741455,100.0
HaarCascade,s1 (350).mpg,1.0011889934539795,100.0
HaarCascade,s1 (351).mpg,0.9974286556243896,100.0
HaarCascade,s1 (352).mpg,0.958533525466919,100.0
HaarCascade,s1 (353).mpg,1.0008411407470703,100.0
HaarCascade,s1 (354).mpg,0.9488294124603271,100.0
HaarCascade,s1 (355).mpg,0.9890217781066895,100.0
HaarCascade,s1 (356).mpg,1.0243027210235596,100.0
HaarCascade,s1 (357).mpg,1.0109760761260986,100.0
HaarCascade,s1 (358).mpg,0.9671213626861572,100.0
HaarCascade,s1 (359).mpg,0.9648478031158447,100.0
HaarCascade,s1 (360).mpg,1.0706026554107666,100.0
HaarCascade,s1 (361).mpg,1.0191867351531982,100.0
HaarCascade,s1 (362).mpg,0.9260444641113281,100.0
HaarCascade,s1 (363).mpg,0.9731338024139404,100.0
HaarCascade,s1 (364).mpg,0.923072099685669,100.0
HaarCascade,s1 (365).mpg,0.9315383434295654,100.0
HaarCascade,s1 (366).mpg,1.085108995437622,100.0
HaarCascade,s1 (367).mpg,1.0223350524902344,100.0
HaarCascade,s1 (368).mpg,0.9849677085876465,100.0
HaarCascade,s1 (369).mpg,0.9375190734863281,100.0
HaarCascade,s1 (370).mpg,0.9704411029815674,100.0
HaarCascade,s1 (371).mpg,1.0475199222564697,100.0
HaarCascade,s1 (372).mpg,0.9680745601654053,100.0
HaarCascade,s1 (373).mpg,0.9317219257354736,100.0
HaarCascade,s1 (374).mpg,0.9124951362609863,84.0
HaarCascade,s1 (375).mpg,0.9378619194030762,100.0
HaarCascade,s1 (376).mpg,1.015185832977295,100.0
HaarCascade,s1 (377).mpg,1.222177267074585,100.0
HaarCascade,s1 (378).mpg,1.214113473892212,100.0
HaarCascade,s1 (379).mpg,1.0149414539337158,100.0
HaarCascade,s1 (380).mpg,1.0384879112243652,100.0
HaarCascade,s1 (381).mpg,1.2406508922576904,100.0
HaarCascade,s1 (382).mpg,0.9482324123382568,100.0
HaarCascade,s1 (383).mpg,0.9555113315582275,100.0
HaarCascade,s1 (384).mpg,0.991952657699585,100.0
HaarCascade,s1 (385).mpg,1.0461759567260742,100.0
HaarCascade,s1 (386).mpg,1.0222971439361572,100.0
HaarCascade,s1 (387).mpg,0.9887020587921143,100.0
HaarCascade,s1 (388).mpg,0.9228353500366211,100.0
HaarCascade,s1 (389).mpg,0.9789865016937256,100.0
HaarCascade,s1 (390).mpg,1.034583330154419,100.0
HaarCascade,s1 (391).mpg,0.9745330810546875,100.0
HaarCascade,s1 (392).mpg,0.9643349647521973,100.0
HaarCascade,s1 (393).mpg,0.9657211303710938,100.0
HaarCascade,s1 (394).mpg,0.996713399887085,100.0
HaarCascade,s1 (395).mpg,1.0041518211364746,100.0
HaarCascade,s1 (396).mpg,1.048438310623169,100.0
HaarCascade,s1 (397).mpg,1.0386464595794678,100.0
HaarCascade,s1 (398).mpg,0.9516181945800781,100.0
HaarCascade,s1 (399).mpg,0.9820101261138916,100.0
HaarCascade,s1 (400).mpg,1.0227200984954834,100.0
HaarCascade,s1 (401).mpg,0.977574348449707,100.0
HaarCascade,s1 (402).mpg,0.9676988124847412,100.0
HaarCascade,s1 (403).mpg,0.9862844944000244,100.0
HaarCascade,s1 (404).mpg,0.9652197360992432,100.0
HaarCascade,s1 (405).mpg,0.9806818962097168,100.0
HaarCascade,s1 (406).mpg,1.0839459896087646,100.0
HaarCascade,s1 (407).mpg,0.9942998886108398,100.0
HaarCascade,s1 (408).mpg,0.9712836742401123,100.0
HaarCascade,s1 (409).mpg,0.9880983829498291,100.0
HaarCascade,s1 (410).mpg,0.9473545551300049,100.0
HaarCascade,s1 (411).mpg,1.0843822956085205,100.0
HaarCascade,s1 (412).mpg,0.9590146541595459,100.0
HaarCascade,s1 (413).mpg,0.9357190132141113,100.0
HaarCascade,s1 (414).mpg,1.0096757411956787,100.0
HaarCascade,s1 (415).mpg,1.0088837146759033,100.0
HaarCascade,s1 (416).mpg,1.0186259746551514,100.0
HaarCascade,s1 (417).mpg,0.9824347496032715,100.0
HaarCascade,s1 (418).mpg,1.025338888168335,100.0
HaarCascade,s1 (419).mpg,0.9574706554412842,100.0
HaarCascade,s1 (420).mpg,0.9523944854736328,100.0
HaarCascade,s1 (421).mpg,1.0307519435882568,100.0
HaarCascade,s1 (422).mpg,0.9899287223815918,100.0
HaarCascade,s1 (423).mpg,1.0296545028686523,100.0
HaarCascade,s1 (424).mpg,1.0453147888183594,100.0
HaarCascade,s1 (425).mpg,1.041231632232666,100.0
HaarCascade,s1 (426).mpg,1.0694527626037598,100.0
HaarCascade,s1 (427).mpg,0.9905879497528076,100.0
HaarCascade,s1 (428).mpg,1.0285606384277344,100.0
HaarCascade,s1 (429).mpg,0.9766349792480469,100.0
HaarCascade,s1 (430).mpg,1.0264458656311035,100.0
HaarCascade,s1 (431).mpg,1.0535705089569092,100.0
HaarCascade,s1 (432).mpg,0.9580304622650146,100.0
HaarCascade,s1 (433).mpg,0.9693634510040283,100.0
HaarCascade,s1 (434).mpg,1.012160301208496,100.0
HaarCascade,s1 (435).mpg,1.0143027305603027,100.0
HaarCascade,s1 (436).mpg,1.0079517364501953,100.0
HaarCascade,s1 (437).mpg,1.0288488864898682,100.0
HaarCascade,s1 (438).mpg,0.9789986610412598,100.0
HaarCascade,s1 (439).mpg,1.0072126388549805,100.0
HaarCascade,s1 (440).mpg,1.038318395614624,100.0
HaarCascade,s1 (441).mpg,1.036121129989624,100.0
HaarCascade,s1 (442).mpg,0.9482648372650146,100.0
HaarCascade,s1 (443).mpg,0.9760496616363525,100.0
HaarCascade,s1 (444).mpg,1.0219535827636719,100.0
HaarCascade,s1 (445).mpg,1.0213916301727295,100.0
HaarCascade,s1 (446).mpg,1.2545866966247559,100.0
HaarCascade,s1 (447).mpg,1.035625696182251,100.0
HaarCascade,s1 (448).mpg,0.9667210578918457,100.0
HaarCascade,s1 (449).mpg,1.0129570960998535,100.0
HaarCascade,s1 (450).mpg,1.1047797203063965,100.0
HaarCascade,s1 (451).mpg,1.0141651630401611,100.0
HaarCascade,s1 (452).mpg,0.964728832244873,100.0
HaarCascade,s1 (453).mpg,0.9946756362915039,100.0
HaarCascade,s1 (454).mpg,1.0156033039093018,100.0
HaarCascade,s1 (455).mpg,1.0739014148712158,100.0
HaarCascade,s1 (456).mpg,0.9999561309814453,100.0
HaarCascade,s1 (457).mpg,0.9980859756469727,100.0
HaarCascade,s1 (458).mpg,0.9364590644836426,100.0
HaarCascade,s1 (459).mpg,0.9907636642456055,100.0
HaarCascade,s1 (460).mpg,1.0729484558105469,100.0
HaarCascade,s1 (461).mpg,1.040889024734497,100.0
HaarCascade,s1 (462).mpg,0.9915890693664551,100.0
HaarCascade,s1 (463).mpg,0.9607737064361572,100.0
HaarCascade,s1 (464).mpg,0.9643077850341797,100.0
HaarCascade,s1 (465).mpg,1.0485846996307373,100.0
HaarCascade,s1 (466).mpg,0.9816172122955322,100.0
HaarCascade,s1 (467).mpg,0.9761984348297119,100.0
